T_01,T_07,T_09,T_10,T_11,T_32,T_35,T_37,T_39,T_43,T_46,T_47,T_50,T_53,T_55,T_65,T_66,T_67,T_68,T_69,T_71,T_78,T_80,T_81,T_82,T_83,T_88,T_99,T_106,T_110,T_SC
4.62,1.8 ,1.56,1.38,2.3,25,1,0,17,4,10,1,20,6,7,525,333,345,0,4.15,109.6,7,1,1,35,419.00 ,-1315.33 ,401.00 ,1,1,79.91
5.28,1.4 ,1.56,1.15,2.3,37,0,0,24,3,6,0,10,0,0,0,0,0,4.15,3.98,0,5,0,1,10,12862.00 ,943.67 ,0.00 ,1,0,73.01
5.94,1.0 ,2.34,0.23,0.23,46,0,0,31,0,7,0,0,0,0,32,0,50,0,1.03,0.56,0,0,1,0,5379.50 ,562.00 ,27.33 ,0,1,73.59
1.98,1.4 ,1.82,0.92,0.23,25,1,0,5,3,5,1,0,0,0,0,0,0,0,1.03,0,6,1,1,0,4886.00 ,3419.33 ,0.00 ,1,0,61.47
5.94,1.8 ,1.82,1.15,2.3,121,1,1,28,6,13,3,11,3,5,1341,567,575,4.15,3.98,2.09,8,1,1,19,61312.50 ,799.00 ,827.67 ,1,1,77.16
1.98,1.2 ,0.78,1.15,1.38,12,1,0,5,1,3,1,3,2,0,14,0,0,4.15,3.98,0.47,4,1,1,5,3920.50 ,-21.33 ,4.67 ,1,1,57.13
3.96,1.2 ,1.3,1.15,1.38,16,1,1,14,2,5,2,3,2,0,74,305,0,4.15,3.98,6.01,7,1,1,5,1423.50 ,4.67 ,126.33 ,1,1,71.87
5.94,1.4 ,1.56,1.61,2.3,15,1,0,26,4,6,2,10,4,0,120,93,38,4.15,3.98,40.96,4,1,1,14,383.00 ,-480.67 ,83.67 ,1,1,82.45
1.32,1.2 ,0.78,1.61,0.46,15,1,1,4,1,6,2,0,1,0,0,0,0,4.15,3.98,0,7,1,1,1,3079.50 ,967.33 ,0.00 ,1,0,64.42
5.94,1.4 ,2.6,1.15,0.69,113,1,0,29,4,60,1,0,0,3,299,505,403,4.15,3.98,4.74,0,1,1,3,7824.00 ,-3.33 ,402.33 ,0,1,76.23
5.28,0.8 ,1.04,0.92,0.23,10,0,0,28,0,4,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,267.50 ,-1620.67 ,0.00 ,0,0,63.81
2.64,0.4 ,0.78,0.23,0.23,5,0,0,9,0,1,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,839.00 ,115.67 ,0.00 ,0,0,60.03
3.96,0.4 ,0.78,0.92,0.46,6,0,0,18,0,1,0,0,0,0,0,0,0,0,0.44,0,0,0,0,1,3711.50 ,-101.00 ,0.00 ,0,0,59.07
1.98,0.4 ,0.78,0.23,0.23,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,454.00 ,-117.00 ,0.00 ,0,0,53.66
3.3,0.4 ,0.78,0.46,0.46,5,0,0,11,0,1,0,0,0,0,0,0,0,0.44,0.35,0,0,0,0,1,2163.00 ,95.33 ,0.00 ,0,0,60.44
5.28,0.4 ,0.78,0.23,0.23,3,0,0,29,0,1,0,0,0,0,0,0,0,0.44,0.35,0,0,0,0,0,540.00 ,-9.00 ,0.00 ,0,0,54.44
3.96,1.2 ,1.82,1.15,0.92,17,1,0,19,0,5,1,1,0,0,0,0,0,0.44,0.35,0,3,1,1,1,3227.50 ,176.00 ,0.00 ,1,0,71.01
1.98,0.6 ,1.04,0.23,0.23,6,0,0,5,0,2,0,0,0,0,0,0,0,0.44,0.35,0,0,0,0,0,2080.50 ,-411.33 ,0.00 ,0,0,54.26
3.3,0.4 ,0.78,0.23,0.23,16,0,0,11,0,2,0,0,0,0,0,0,0,0.44,0.35,0,0,0,0,0,5955.50 ,121.00 ,0.00 ,0,0,61.18
5.94,1.4 ,1.56,1.38,0.92,9,1,0,26,3,5,1,1,0,1,0,405,197,0,1.49,0,5,1,1,2,2354.00 ,-8.67 ,200.67 ,1,1,75.73
5.28,1.4 ,0.52,0.92,0.46,12,1,0,21,3,1,1,0,0,1,0,0,0,0,4.15,0,6,1,1,1,2813.50 ,278.33 ,0.00 ,1,0,66.13
5.94,1.4 ,1.3,0.92,1.15,36,1,1,30,3,6,5,2,0,0,171,0,0,0,1.49,5.86,5,1,1,2,2649.00 ,31.00 ,57.00 ,1,1,69.47
5.28,1.0 ,0.52,0.69,0.23,10,0,0,21,1,2,0,0,0,0,63,0,0,0,1.49,2.24,0,0,1,0,2502.00 ,63.67 ,21.00 ,0,1,70.15
5.94,1.4 ,1.3,0.92,0.23,14,1,0,26,3,6,1,0,0,0,81,0,83,0,4.15,6.06,6,1,1,0,1758.50 ,365.33 ,54.67 ,1,1,74.12
4.62,1.8 ,1.04,1.38,0.69,28,0,0,19,6,3,0,0,0,1,185,152,139,4.15,3.98,3.54,8,0,1,1,4205.00 ,250.67 ,158.67 ,1,1,75.73
5.28,1.8 ,1.3,1.15,1.15,12,1,1,21,5,5,3,1,0,6,214,229,214,0,1.49,7.6,7,1,1,7,2964.00 ,33.33 ,219.00 ,1,1,72.56
4.62,1.0 ,0.52,1.15,1.38,4,0,0,18,3,3,1,2,4,0,37,24,5,1.49,1.41,11.21,0,0,1,6,384.00 ,43.00 ,22.00 ,0,1,64.12
5.28,1.4 ,1.3,1.61,1.84,80,1,0,27,3,4,1,3,4,8,81,256,154,0,0.7,5.98,5,1,1,15,834.00 ,-2606.00 ,163.67 ,1,1,80.4
3.96,1.4 ,1.82,0.92,0.23,30,0,0,19,4,5,0,0,0,0,0,0,113,0.7,0.69,0,6,0,1,0,2976.50 ,-113.00 ,37.67 ,1,1,72.33
4.62,0.6 ,1.04,0.46,0.23,3,0,0,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,60.21
4.62,0.6 ,1.04,0.46,0.23,11,0,0,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,60.21
4.62,1.8 ,0.78,1.61,1.38,26,1,1,20,5,3,2,6,0,0,502,271,60,0,1.57,16.44,7,1,1,6,2456.00 ,-310.33 ,277.67 ,1,1,71.1
1.98,1.4 ,2.34,1.61,2.07,46,1,0,4,4,15,1,11,1,0,4742,2759,766,0,1.57,0,6,1,1,12,0.00 ,-3488.67 ,2755.67 ,1,1,67.86
5.94,1.4 ,2.08,0.92,0.69,12,1,0,33,4,13,1,2,0,0,4477,2942,1931,0,1.57,0,6,1,1,2,0.00 ,-3596.00 ,3116.67 ,1,1,71.85
3.3,1.2 ,1.3,0.92,0.46,8,1,0,11,2,5,1,1,0,0,88,450,236,0,1.57,9.55,4,1,1,1,1010.00 ,4.33 ,258.00 ,1,1,66.24
1.32,1.4 ,2.6,1.15,0.23,32,1,0,3,4,20,3,0,0,0,0,0,0,1.57,1.45,0,6,1,1,0,1247.50 ,-1301.00 ,0.00 ,1,0,64.29
4.62,0.2 ,0.26,0.23,0.23,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,1250.00 ,183.00 ,0.00 ,0,0,55.47
2.64,0.4 ,0.78,0.92,0.23,3,0,0,8,0,1,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,2241.50 ,134.33 ,0.00 ,0,0,53.07
3.96,0.6 ,1.56,0.46,1.15,60,1,0,18,0,5,1,0,8,0,0,0,0,0,0.52,0,0,1,1,16,11196.00 ,-1572.67 ,0.00 ,0,0,69.56
0.66,0.4 ,0.78,0.23,0.23,3,0,0,0,0,1,0,0,0,0,0,0,0,0.48,0.44,0,0,0,0,0,959.50 ,72.00 ,0.00 ,0,0,51.9
4.62,0.4 ,0.78,0.23,0.23,5,0,0,20,0,1,0,0,0,0,0,0,0,0.48,0.44,0,0,0,0,0,461.50 ,214.33 ,0.00 ,0,0,49.52
5.28,0.4 ,0.78,0.23,0.23,9,0,0,27,0,1,0,0,0,0,0,0,0,0.52,0.54,0,0,0,0,0,1794.00 ,-157.00 ,0.00 ,0,0,60.96
1.98,0.4 ,0.52,0.46,0.23,3,0,0,5,0,1,0,0,0,0,0,0,0,4.76,4.94,0,0,0,0,0,4151.50 ,89.00 ,0.00 ,0,0,58.59
3.3,0.4 ,0.52,0.23,0.23,3,0,0,11,0,1,0,0,0,0,0,0,0,0.52,0.54,0,0,0,0,0,4640.50 ,73.67 ,0.00 ,0,0,58.49
3.96,0.8 ,1.3,0.92,0.23,8,0,0,19,0,3,0,0,0,0,0,0,0,0.52,0.54,0,0,0,0,0,751.00 ,90.33 ,0.00 ,0,0,66.18
3.3,0.4 ,0.52,0.23,0.23,8,0,0,12,0,1,0,0,0,0,0,0,0,0.52,0.54,0,0,0,0,0,751.00 ,16.33 ,0.00 ,0,0,58.14
4.62,0.6 ,1.56,0.23,0.23,10,0,0,24,0,4,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,1377.00 ,461.00 ,0.00 ,0,0,68.41
3.96,0.6 ,1.56,0.23,0.23,15,0,0,19,0,5,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,1502.50 ,421.33 ,0.00 ,0,0,64.46
5.94,0.4 ,1.82,0.23,0.23,43,0,0,31,0,4,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,7938.50 ,613.67 ,0.00 ,0,0,67.5
3.96,1.4 ,2.6,1.38,1.15,15,1,0,15,3,8,1,2,0,0,0,0,0,0,1.87,0,5,1,1,3,2185.00 ,297.33 ,0.00 ,1,0,71.52
5.28,1.8 ,1.04,1.38,0.23,140,0,0,29,6,4,0,0,0,0,294,292,222,0,1.87,3.63,8,0,1,0,8051.50 ,-212.33 ,269.33 ,1,1,70.35
3.3,1.2 ,2.6,1.38,0.23,18,0,0,14,2,13,0,0,0,0,219,103,0,0,1.87,4.57,4,0,1,0,4303.00 ,524.33 ,107.33 ,1,1,73.49
5.94,1.4 ,2.34,0.92,0.23,217,0,0,31,3,9,0,0,0,0,326,318,280,0,1.87,3.75,5,0,1,0,8339.50 ,1019.33 ,308.00 ,1,1,76.72
5.28,1.8 ,2.34,0.92,0.23,110,0,0,30,5,9,0,0,0,0,305,279,309,0,1.87,5.24,7,0,1,0,5397.50 ,580.00 ,297.67 ,1,1,79.14
5.94,1.2 ,1.04,0.92,0.23,9,0,0,33,7,2,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,942.50 ,118.00 ,0.00 ,0,0,69.87
1.32,0.4 ,0.26,0.23,0.23,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,49.66
3.3,0.4 ,0.78,0.46,0.23,13,0,0,10,0,2,0,0,0,0,0,0,0,1.87,1.84,0,0,0,0,0,950.00 ,158.00 ,0.00 ,0,0,66.29
4.62,0.6 ,1.04,1.15,0.23,18,0,0,23,0,2,0,0,0,0,0,0,0,1.87,1.84,0,0,0,0,0,1677.50 ,246.00 ,0.00 ,0,0,67.39
5.28,1.8 ,2.08,1.84,0.92,27,1,0,27,5,5,1,1,0,0,447,867,0,,1.87,16.14,8,1,1,1,2730.00 ,-73.00 ,438.00 ,1,1,75.26
3.3,1.4 ,2.6,1.38,0.92,90,1,0,14,3,19,1,1,0,0,0,0,0,1.87,1.84,0,5,1,1,1,3970.00 ,231.67 ,0.00 ,1,0,63.32
6.6,0.6 ,1.56,0.69,0.23,8,0,0,38,0,4,0,0,0,0,0,0,0,1.87,1.84,0,0,0,0,0,1776.00 ,7.33 ,0.00 ,0,0,66.08
3.96,1.8 ,1.3,1.15,0.23,16,0,0,17,5,4,0,0,0,0,224,153,156,0,4.76,9.42,7,0,1,0,2298.50 ,306.00 ,177.67 ,1,1,78.72
4.62,0.6 ,0.78,0.92,0.23,4,0,0,24,0,1,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,1775.00 ,71.67 ,0.00 ,0,0,64.86
3.3,0.6 ,0.78,0.92,1.15,20,0,0,10,0,3,0,0,8,0,0,0,0,0,4.76,0,0,0,0,15,5732.50 ,366.67 ,0.00 ,0,0,62.91
4.62,1.2 ,2.6,0.23,0.23,13,0,0,22,2,10,0,0,0,0,0,0,0,4.76,4.94,0,5,0,0,0,3083.00 ,62.33 ,0.00 ,1,0,71.55
3.3,0.8 ,1.04,0.23,0.23,5,0,0,14,0,2,0,0,0,0,0,0,0,4.76,4.94,0,0,0,0,0,1691.50 ,377.33 ,0.00 ,0,0,63.42
5.28,1.0 ,0.52,0.92,0.23,7,0,0,25,2,4,0,0,0,0,0,0,0,4.76,4.94,0,0,0,0,0,1505.00 ,41.67 ,0.00 ,0,0,62.23
4.62,1.2 ,1.82,0.69,1.15,15,1,0,21,2,6,1,2,0,0,134,21,0,4.76,4.94,3.17,5,1,1,2,2808.50 ,61.33 ,51.67 ,1,1,69.68
4.62,0.8 ,1.3,1.15,0.23,40,0,0,24,0,3,0,0,0,0,0,0,0,4.76,4.94,0,0,0,0,0,2862.00 ,136.67 ,0.00 ,0,0,65.61
3.96,1.4 ,2.34,1.38,0.92,9,1,0,18,3,6,1,1,1,0,52,44,0,4.76,4.94,2.55,5,1,1,3,1731.50 ,177.67 ,32.00 ,1,1,78.24
3.3,0.4 ,0.78,0.92,0.23,4,0,0,14,0,1,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,544.50 ,-128.67 ,0.00 ,0,0,58.2
1.32,0.4 ,0.52,1.15,0.46,7,0,0,2,0,1,0,0,1,0,0,0,0,0,0.08,0,0,0,0,1,586.50 ,-3400.00 ,0.00 ,0,0,47.9
5.28,0.6 ,1.3,0.23,0.23,23,0,0,25,0,3,0,0,0,0,0,0,0,0.12,0.06,0,0,0,0,0,3111.50 ,-135.00 ,0.00 ,0,0,59.92
